,0,1,2,3,4
0,Area and production at Tea cultivation in following years,,,,
1,,,,,
2,(Production in metric ton) - Upazila/City corporation,(Production in metric ton) - 2010-11 - Area,(Production in metric ton) - 2010-11 - Production,(Production in metric ton) - 2009-10 - Area,(Production in metric ton) - 2009-10 - Production
3,Anowara,0,0,0,0
4,Banshkhali,3673,300,3671,250
5,Boalkhali,0,0,0,0
6,Chandanaish,0,0,0,0
7,Chittagong City Corp.,0,0,0,0
8,Fatikchhari,1330,129,1330,129
9,Hathazari,0,0,0,0
10,Lohagara,0,0,0,0
11,Mirsharai,0,0,0,0
12,Patiya,0,0,0,0
13,Rangunia,1067,274,1062,274
14,Raozan,0,0,0,0
15,Sandwip,0,0,0,0
16,Satkania,0,0,0,0
17,Sitakunda,0,0,0,0
18,Total,6070,703,6063,653
