,0,1,2,3,4,5
0,Existing position of Government employee by category 2011,,,,,
1,Khagrachori,,,,,
2,,,,,,
3,Upazila,Class-I,Class-II,Class-III,Class-IV,Number of total employee
4,Dighinala,14,16,237,84,351
5,Khagrachori,24,23,262,62,371
6,Laxshmichhari,7,9,94,69,179
7,Mahalchhari,13,12,101,94,220
8,Manikchhari,12,13,118,70,213
9,Matiranga,18,18,570,116,722
10,Panchhari,11,24,411,70,516
11,Ramgarh,16,18,186,93,313
12,Upazilla. Total,115,133,1979,658,2885
13,Zila Offices,143,108,484,404,1139
14,Total,258,241,2463,1062,4024
