,0,1,2,3,4,5
0,Number of agricultural holding per Agriculture service personnel-2011,,,,,
1,Khagrachori,,,,,
2,(According to Agriculture Census-2008),,,,,
3,Upazila,Agricultural holding,Agricultural extension personnel,Other Agricultural personnel,Total Agricultural personnel,Number of holding per Agricultural personnel
4,Dighinala,14184,0,22575,57942,4.08
5,Khagrachori,21376,0,2040,4341,4.92
6,Laxshmichhari,5046,22,150,11959,2.37
7,Mahalchhari,10248,16,242,15500,1.51
8,Manikchhari,5034,20,203,15369,4.03
9,Matiranga,24542,41,1945,17507,2.1
10,Panchhari,12531,0,35715,58790,4.69
11,Ramgarh,106189,32,57,20530,1.55
12,Total,155190,131,62927,201936,1.80
