,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,Khagrachori,,,,
2,,,,,
3,Upazila,Name of Land/River/Sea port,Name of Important or historical/ Tourist places/objects,Name of important /famous crop or food production,Distance between District Head Quarter  Upazila by road (km)
4,Dighinala, Maini,"Taiduchara Jarna, Tushar Babur Bagan, Rainghapara Jarna","Paddy, Banana, Jackfruit, Mango", 19
5,Khagrachori,Chengi,"Alu Tilar Shuranga, Debota Pukur","Paddy, Turmeri, Zinger",-
6,Laxshmichhari,-,-,-,61
7,Mahalchhari,Chengi,-,"Turmeric, Banana",30
8,Manikchhari,-,Int. Think Center,"Paddy, Butta, Arum",46
9,Matiranga,Feni,"Alu Tila Parjatan, Rechang Jarna","Paddy, Papya",22
10,Panchhari,Chengi,Aranay Kutir,"Pineapple, Banana, Lichi",26
11,Ramgarh, Feni,"BGB, Parjatan lake, Julanta Bridge, Zia Sarani","Zinger, Turmeric, Coffe", 51
