,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw, etc. 2011",,,,,
1,Upazila,Rickshaws,Van,"Easy bike and
auto-rickshaws",Tempo,"Nochimon/Korimon/
Bhotvoti"
2,Basail,307,203,122,55,21
3,Bhuapur,32,2982,155,130,22
4,Delduar,350,270,176,17,0
5,Dhanbari,48,926,102,20,178
6,Ghatail,480,12305,412,72,143
7,Gopalpur,91,3197,92,47,321
8,Kalihati,250,1813,32,163,5
9,Madhupur,702,1501,72,210,185
10,Mirzapur,35,140,60,25,12
11,Nagarpur,157,164,81,13,13
12,Sakhipur,18,5320,242,48,64
13,Tangail Sadar,5151,995,2030,4000,200
14,Total,7621,29816,3576,4800,1164
