,0,1,2,3,4,5,6,7,8
0,"Number of agricultural and veterinary college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of college,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
3,Basail,0,0,0,0,0,0,0,0
4,Bhuapur,0,0,0,0,0,0,0,0
5,Delduar,0,0,0,0,0,0,0,0
6,Dhanbari,0,0,0,0,0,0,0,0
7,Ghatail,1,9,4,13,206,61,267,21
8,Gopalpur,0,0,0,0,0,0,0,0
9,Kalihati,1,21,1,22,293,78,371,17
10,Madhupur,0,0,0,0,0,0,0,0
11,Mirzapur,0,0,0,0,0,0,0,0
12,Nagarpur,0,0,0,0,0,0,0,0
13,Sakhipur,0,0,0,0,0,0,0,0
14,Tangail Sadar,0,0,0,0,0,0,0,0
15,Total,2,30,5,35,499,139,638,18
