,0,1,2,3,4
0,Number of branch of nationalized commercial bank 2011,,,,
1,Upazila,Number of branch,Number of employees,Number of savings A/C,Number of current A/C
2,Basail,5,38,28882,1860
3,Bhuapur,7,68,26793,1890
4,Delduar,5,39,39016,738
5,Dhanbari,3,34,20848,1338
6,Ghatail,9,102,65805,4591
7,Gopalpur,5,48,22051,2027
8,Kalihati,9,88,52407,3992
9,Madhupur,3,45,21477,3138
10,Mirzapur,10,104,87258,5708
11,Nagarpur,6,46,46719,1708
12,Sakhipur,3,38,32219,3690
13,Tangail Sadar,14,242,103377,7970
14,Total,79,892,546852,38650
