,0,1,2,3,4,5,6
0,Number of textile industry 2011,,,,,,
1,"
Upazila","
Number of mill",Installed capacity,Installed capacity,Total person engaged,Total person engaged,Total person engaged
2,"
Upazila","
Number of mill",Spindles,Looms,Male,Female,Total
3,Basail,0,0,0,0,0,0
4,Bhuapur,0,0,0,0,0,0
5,Delduar,1,18,14,165,246,421
6,Dhanbari,0,0,0,0,0,0
7,Ghatail,0,0,0,0,0,0
8,Gopalpur,0,0,0,0,0,0
9,Kalihati,0,0,0,0,0,0
10,Madhupur,0,0,0,0,0,0
11,Mirzapur,2,3440,20,240,460,700
12,Nagarpur,0,0,0,0,0,0
13,Sakhipur,0,0,0,0,0,0
14,Tangail Sadar,2,20,20,30,10,40
15,Total,5,3478,54,435,716,1161
