,0,1,2,3,4,5
0,Number of employee by type 2011,,,,,
1,Upazila,Police personnel,Ansar personnel,"VDP
personnel",Autonomous bodies,Local govt. employee
2,Basail,31,324,6528,30,84
3,Bhuapur,50,512,9280,67,149
4,Delduar,30,355,10944,135,104
5,Dhanbari,31,292,10944,99,123
6,Ghatail,48,484,20433,59,260
7,Gopalpur,50,452,10432,31,11039
8,Kalihati,45,516,15540,89,298
9,Madhupur,40,324,13440,283,92
10,Mirzapur,168,682,14464,153,188
11,Nagarpur,33,516,6912,0,11
12,Sakhipur,41,388,8000,0,6
13,Tangail Sadar,63,757,15104,113,218
14,District Office,1593,11,0,101,109
15,Total,2223,5613,142021,1160,12681
