,0,1,2,3,4,5,6,7,8
0,"Number of all madrasah, teacher and student under the madrasah education board 2011",,,,,,,,
1,"
Upazila",Number of madrasah,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,"
Upazila",Number of madrasah,Male,Female,Total,Male,Female,Total,Students per teacher
3,Basail,11,111,16,127,1016,1317,2333,18
4,Bhuapur,22,281,22,303,2267,2428,4695,16
5,Delduar,9,110,19,129,1489,2276,3765,29
6,Dhanbari,16,193,20,213,1909,1287,3196,15
7,Ghatail,32,467,27,494,3722,3162,6884,14
8,Gopalpur,24,326,45,371,2648,2890,5538,15
9,Kalihati,19,262,14,276,4285,4454,8739,31
10,Madhupur,21,289,28,317,1833,2135,3968,13
11,Mirzapur,14,154,9,163,1154,1509,4072,25
12,Nagarpur,20,252,40,292,1396,2264,3664,13
13,Sakhipur,27,382,26,408,2092,1870,3962,10
14,Tangail Sadar,17,231,39,270,2045,2105,4150,15
15,Total,232,3058,305,3363,25856,27697,54966,16
