,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
3, Upazila,Weaving/ handloom,Handy,Husking crafts mill,Goor processing,Biri factory,Salt processing,Dry fish processing,Pottery,Others
4,Chhagalnaiya,0,301,180,0,0,0,0,90,0
5,Daganbhuiyan,0,0,20,96,0,0,0,0,0
6,Feni Sadar,0,26,24,0,0,0,0,0,76
7,Fulgazi,0,64,5400,0,0,0,0,39,0
8,Parshuram,0,261,105,12,0,0,0,2,25
9,Sonagazi,0,0,1000,0,0,0,0,5,0
10,Total,0,652,6729,108,0,0,0,136,101
