,0,1,2,3
0,Number of deep tube-well scheme 2010-11,,,
1,,,,
2, Upazila,Number of deep tube-well,Number of deep tube-well,Area irrigated (In acre)
3, Upazila,Commissioned,Operated,Area irrigated (In acre)
4,Chhagalnaiya,0,0,0
5,Daganbhuiyan,0,15,556
6,Feni Sadar,356,332,18580
7,Fulgazi,4,4,610
8,Parshuram,2,2,275
9,Sonagazi,0,2,362
10,Total,362,355,20383
