,0,1,2,3,4,5,6,7
0,Irrigation by means 2010-2011,,,,,,,
1,(In acre),,,,,,,
2, Upazila,Irrigation management - Power pump,Irrigation management - Tube well,Irrigation management - Doon,Irrigation management - Swing basket,Irrigation management - Canal,Irrigation management - Others, Total
3,Gazipur Sadar,1944,1147,0,150,100,100,3441
4,Kaliakair,6854,20,500,60,20,0,8337
5,Kaliganj,9998,30,60,45,142,580,10855
6,Kapashia,4065,0,768,15,0,360,4600
7,Sreepur,467,397,405,1215,0,59758,62237
8,Total,23328,1594,1733,1485,262,60798,89470
