,0,1,2,3,4,5,6
0,"Number of pond, tank (dighee), flood camps, shelter, playground, stadium, park,  amusement park 2011",,,,,,
1,,,,,,,
2, Upazila, Pond,Tank (Dighee), River,Flood camp/shelter,Playground /Stadium,Park/ amusement park
3,Badarganj,2940,0,2,0,2,0
4,Gangachara,1739,0,2,3,14,1
5,Kaunia,1020,80,1,1,12,0
6,Mithapukur,7677,0,2,0,0,0
7,Pirgachha,4538,12,0,0,0,0
8,Pirganj,3845,119,6,2,25,1
9,Rangpur sadar,3281,84,1,0,130,2
10,Taraganj,770,124,3,0,0,0
11,Total,25810,419,17,6,183,4
