,0,1,2,3,4
0,Area and production of potato by type 2009-10,,,,
1,(Area in acre and production in metric ton),,,,
2,Upazila,Potato - Area,Potato - Production,Sweet potato - Area,Sweet potato - Production
3,Badarganj,6650,46835,168,988
4,Gangachara,11550,106403,225,563
5,Kaunia,13120,115876,14,28
6,Mithapukur,25180,181920,132,469
7,Pirgachha,21250,137942,36,113
8,Pirganj,10621,84968,395,3161
9,Rangpur sadar,34150,272144,97,467
10,Taraganj,7140,58953,16,42
11,Total,129661,1005041,1083,5831
