,0,1,2,3,4,5,6
0,Area and production of rice crops 2010-11,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Aus - Area,Aus - Production,Aman - Area,Aman - Production,Boro - Area,Boro - Production
3,Badarganj,0,0,40665,46595,42000,68484
4,Gangachara,0,0,40700,41166,30100,47080
5,Kaunia,0,0,26758,29257,22930,33548
6,Mithapukur,0,0,86590,94972,78960,192281
7,Pirgachha,0,0,45800,49036,41500,69740
8,Pirganj,0,0,50250,52260,56620,95000
9,Rangpur sadar,0,0,51970,55739,37045,60344
10,Taraganj,0,0,23020,23849,17545,29451
11,Total,0,0,365753,392874,326700,595928
