,0,1,2,3,4,5,6
0,Police personnel and criminal offences by municipality 2011,,,,,,
1,Joypurhat,,,,,,
2,,,,,,,
3, Upazila,Police personnel,Criminal offence - Number of offence,Criminal offence - Number of case filled,Traffic accident (Reported) - Number of accident,Traffic accident (Reported) - Person killed,Traffic accident (Reported) - Person injured
4,Akkelpur,41,156,156,1,1,0
5,Joypurhat sadar,56,193,193,4,3,10
6,Kalai,135,135,135,0,0,0
7,Khetlal,37,107,107,0,0,0
8,Panchbibi,30,520,441,0,0,0
9,Total,299,1111,1032,5,4,10
