,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank
3, Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
4, Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
5,Barlekha,1,6000,185,140,11,0,0,0,0,0
6,Juri,1,4878,121,113,5,0,0,0,0,0
7,Kamalganj,2,6236,152,27,4,0,0,0,0,0
8,Kulaura,4,9144,286,227,848,0,0,0,0,0
9,Moulvibazar Sadar,4,7746,222,160,14,0,0,0,0,0
10,Rajnagar,2,4310,131,79,10,0,0,0,0,0
11,Sreemangal,1,9276,130,0,0,0,0,0,0,0
12,Total,15,47590,1227,746,892,0,0,0,0,0
