,0,1,2,3,4,5,6,7,8
0,"Number of NGO school, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of NGO school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of NGO school,Male,Female,Total,Male,Female,Total,Students per teacher
4,Barlekha,72,7,65,72,649,1186,1835,25
5,Juri,129,27,102,129,1602,2062,3664,28
6,Kamalganj,382,150,232,382,3000,3300,6300,16
7,Kulaura,164,80,248,328,1127,1205,2332,7
8,Moulvibazar Sadar,36,18,20,38,2560,913,3473,91
9,Rajnagar,22,29,41,70,1106,1309,2415,35
10,Sreemangal,139,0,139,139,1781,2674,4455,32
11,Total,944,311,847,1158,11825,12649,24474,21
