,0,1,2,3,4,5,6
0,Police personnel and criminal offences by municipality 2011,,,,,,
1,,,,,,,
2, Upazila,Police personnel,Criminal offence - Number of offence,Criminal offence - Number of case filled,Traffic accident (Reported) - Number of accident,Traffic accident (Reported) - Person killed,Traffic accident (Reported) - Person injured
3,Bholahat,0,0,0,0,0,0
4,Chapai Nawabganj Sadar,74,75,75,13,10,30
5,Gomastapur,20,58,58,1,1,7
6,Nachole,41,17,17,0,0,0
7,Shibganj,57,65,65,3,3,4
8,Total,192,215,215,17,14,41
