,0,1,2,3,4,5,6
0,"Selected poultry, birds 2008",,,,,,
1,,,,,,,
2, Upazila,Hen and cock - Holding reporting,Hen and cock - Total number,Duck - Holding reporting,Duck - Total number,Others - Holding reporting,Others - Total number
3,Bholahat,10257,92458,2858,19631,910,10500
4,Chapai Nawabganj Sadar,38709,313924,8153,46309,4384,48103
5,Gomastapur,30019,264962,10710,70708,2295,30446
6,Nachole,15896,181648,8318,60050,1387,26620
7,Shibganj,45909,321268,13646,85929,7117,71028
8,Total,140790,1174260,43685,282627,16093,186697
