,0,1,2,3,4,5
0,Employment status in handloom industry 2011,,,,,
1,Tangail,,,,,
2,,,,,,
3,Upazila,Number of handloom,Person engaged Family members,Person engaged Regular,Person engaged Hired /Casual,Total
4,Basail,1077,522,975,70,1567
5,Bhuapur,196,15,191,25,231
6,Delduar,4104,1268,3013,270,4551
7,Dhanbari,0,0,0,0,0
8,Ghatail,0,0,0,0,0
9,Gopalpur,0,0,0,0,0
10,Kalihati,17500,2120,17691,2591,22402
11,Madhupur,60,0,0,40,40
12,Mirzapur,104,200,0,0,200
13,Nagarpur,639,412,298,568,1278
14,Sakhipur,0,0,0,0,0
15,Tangail Sadar,7998,0,8120,15996,24116
16,Total,31678,4537,30288,19560,54385
