,0,1,2,3,4
0,Number of co-operative society and member 2011,,,,
1,Tangail,,,,
2,,,,,
3,Upazila,Number of co-operative society,Number of members Male,Number of members Female,Both sex
4,Basail,320,12138,4296,16434
5,Bhuapur,272,12429,516,12945
6,Delduar,56,3769,310,4079
7,Dhanbari,89,9599,3649,13248
8,Ghatail,457,21559,4950,26509
9,Gopalpur,581,11046,5696,16742
10,Kalihati,168,9354,3957,13311
11,Madhupur,180,5164,1176,6340
12,Mirzapur,514,26392,10860,37252
13,Nagarpur,104,2990,158,3148
14,Sakhipur,370,5307,650,5957
15,Tangail Sadar,406,14803,4414,19217
16,Total,3517,134550,40632,175182
