,0,1,2,3,4,5,6,7,8
0,"Number of madrasah, teacher and student under the madrasah education board 2011",,,,,,,,
1,"
Upazila",Number of madrasah,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Student per teacher
2,"
Upazila",Number of madrasah,Male,Female,Total,Male,Female,Total,Student per teacher
3,Bishwamvarpur,6,64,3,53,1076,1031,2107,40
4,Chhatak,23,235,21,256,5457,4696,10153,40
5,Dakshin Sunamganj,5,48,7,55,620,375,995,18
6,Derai,6,60,3,63,1445,1189,2634,42
7,Dharmapasha,10,40,0,40,400,335,735,18
8,Doarabazar,11,96,3,99,2839,3035,5865,60
9,Jagannathpur,25,184,3,187,6677,7013,13690,73
10,Jamalganj,6,53,6,59,416,558,974,17
11,Shalla,2,20,0,20,564,288,852,42
12,Sunamganj Sadar,4,55,0,55,695,791,1486,27
13,Tahirpur,5,64,0,64,469,518,987,15
14,Total,103,919,46,951,20658,19829,40478,43
