,0,1,2,3
0,Number of vocational institute by municipality 2011,,,
1,Municipality,Number of institution,Number of teacher,Number of student
2,Kalkini,0,0,0
3,Madaripur,1,9,135
4,Shibchar,3,18,413
5,Total,4,27,548
