,0,1,2,3,4
0,"Temperature, rainfall, humidity during the years 2008-2011",,,,
1,,,,,
2, Years,Temperature (centigrade),Temperature (centigrade), Rainfall (millimeter), Humidity (%)
3, Years,Maximum,Minimum, Rainfall (millimeter), Humidity (%)
4,2008,34.2,11.6,1659,79.0
5,2009,35.1,13.8,1169,79.0
6,2010,42.4,10.9,890,65.8
7,2011,23.8,13.9,1603,79.8
