,0,1,2,3,4,5,6,7,8
0,"Number of Government secondary school, teacher and student 2011",,,,,,,,
1,"
Upazila",Number of  school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,"
Upazila",Number of  school,Male,Female,Total,Male,Female,Total,Students per teacher
3,Kalkini,0,0,0,0,0,0,0,0
4,Madaripur Sadar,2,31,10,41,1088,1011,2099,51
5,Rajoir,0,0,0,0,0,0,0,0
6,Shibchar,0,0,0,0,0,0,0,0
7,Total,2,31,10,41,1088,1011,2099,51
