,0,1,2,3,4
0,Numbers of money exchange agency 2011,,,,
1,"
Upazila",Number of money exchange agency,Number of employee,"Annual transactions per money
exchange agency",Annual profit per agency (lac tk)
2,Kalkini,0,0,0,0
3,Madaripur Sadar,16,50,4000000000,0
4,Rajoir,5,5,524627000,10492540
5,Shibchar,0,0,0,0
6,Total,21,55,4524627000,10492540
