,0,1,2,3,4,5,6,7,8
0,"Number of college, teacher and student by municipality, city corporation 2011",,,,,,,,
1,Rajshahi,,,,,,,,
2,,,,,,,,,
3,Municipality /city corporation,Number of college,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Student per teacher
4,Bagha,4,118,34,152,1677,2009,3686,24
5,Baghmara,4,149,26,175,1168,1372,2540,15
6,Charghat,4,135,32,167,1593,1325,2918,17
7,Durgapur,2,91,26,117,1208,1040,2248,19
8,Godagari,3,141,23,164,736,368,1104,7
9,Mohanpur,5,103,18,121,893,510,1403,12
10,Paba,4,130,66,196,677,1411,2088,11
11,Puthia,4,106,40,146,300,1374,1674,11
12,Rajshahi City Corporation,22,719,205,924,22674,21675,44349,48
13,Tanore,6,186,24,200,1425,1277,2702,14
14,Total,58,1878,494,2362,32351,32361,64712,27
