,0,1,2,3,4
0," Name of important or historical,  tourist places, objects, important , famous crop or food production 2011",,,,
1,Rajshahi,,,,
2,,,,,
3,  Upazila, Name of important or historical/ tourist places/objects,Name of important /famous crop or food production,Customer care service providers name of cell phone operators,Distance between district head quarter  upazila by road (km)
4,Bagha,Bagha shahi Mosque,Mango,-,45
5,Baghmara,Taherpur,Potato,"GP, Robi, Banglalink, Airtel  Citycell",50
6,Charghat,Sardah kedet college ,Mango,"GP, Robi, Banglalink  Airtel",30
7,Durgapur,Kismat maria mosque,"Paddy, Wheat","GP, Robi  Banglalink",32
8,Godagari,Sultan shahmazar,Paddy,-,36
9,Mohanpur,-,Potato,-,25
10,Paba,-,Paddy,-,8
11,Puthia,-,Paddy,"Teletalk, GP, Robi, Banglalink, Airtel  Citycell",34
12,Rajshahi City Corporation,"Shah Makhdum mazar, Barendra Museum",-,-,-
13,Tanore,-,Potato,-,28
