,0,1,2,3,4,5
0,Existing position of Government employee by category 2011,,,,,
1,Rajshahi,,,,,
2,,,,,,
3,Upazila/city corporation,Class-I,Class-II,Class-III,Class-IV,Number of total employee
4,Bagha,33,28,229,110,400
5,Baghmara,40,39,881,107,1067
6,Charghat,249,7,745,82,827
7,Durgapur,29,11,661,28,729
8,Godagari,28,20,752,110,910
9,Mohanpur,23,18,500,25,566
10,Paba,40,26,324,75,465
11,Puthia,47,24,540,84,695
12,Rajshahi City Corporation,1349,417,8354,2792,12912
13,Tanore,45,11,263,68,387
14,Total,1883,601,13249,3481,18958
