,0,1,2,3,4
0,"Number of Branch of specialized bank (krishi, co-operative etc.) 2011",,,,
1,Rajshahi,,,,
2,,,,,
3,Upazila/city corporation,Number of all branch,Number of employee,Number of savings A/C,Number of current A/C
4,Bagha,1,12,3098,280
5,Baghmara,3,27,13342,1234
6,Charghat,1,11,3936,232
7,Durgapur,1,11,2688,154
8,Godagari,3,19,4397,318
9,Mohanpur,3,20,4865,262
10,Paba,3,21,7244,195
11,Puthia,2,16,4834,72
12,Rajshahi City Corporation,5,66,5077,414
13,Tanore,0,0,0,0
14,Total,22,203,49481,3161
