,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,Rajshahi,,,,,,,
2,,,,,,,,
3,Upazila/city corporation,Pond,Dighee,Rivers flow,Flood camps/shelter,Cyclone shelter,Stadium/ playground,Park/ amusement park
4,Bagha,1950,1,2,0,0,0,1
5,Baghmara,7231,20,3,0,0,0,1
6,Charghat,3668,0,2,1,0,1,0
7,Durgapur,5489,40,1,0,0,0,0
8,Godagari,3265,0,1,16,0,0,1
9,Mohanpur,3618,1,1,0,0,0,0
10,Paba,6180,358,2,0,0,0,0
11,Puthia,7136,0,1,0,0,1,0
12,Rajshahi City Corporation,393,1,0,0,0,8,3
13,Tanore,2193,8,0,0,0,12,0
14,Total,41123,429,13,17,0,22,6
