,0,1,2,3,4
0,Number of flour mill and person engaged 2011,,,,
1,Panchagor,,,,
2,,,,,
3,Upazila,Unit,Person engaged Family,Person engaged Hired,Person engaged Total
4,Atwari,0,0,0,0
5,Boda,1,7500,0,0
6,Debiganj,2,10010,1,4930
7,Panchagarh Sadar,0,0,0,0
8,Tentulia,0,0,0,0
9,Total,3,17510,1,4930
