,0,1,2,3,4,5,6,7,8
0,"Number of kindergarten school (pre schooling), teacher and student 2011",,,,,,,,
1,Panchagor,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of kindergarten school,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Atwari,4,4,14,18,180,197,377,21
5,Boda,15,16,29,45,684,802,1486,33
6,Debiganj,18,60,22,82,1291,1306,2597,32
7,Panchagarh Sadar,26,60,108,168,1906,1718,3624,22
8,Tentulia,2,6,4,10,100,75,175,18
9,Total,65,146,177,323,4161,4098,8259,25
