,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student 2011",,,,,,,,
1,Panchagor,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of institute,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Atwari,0,0,0,0,0,0,0,0
5,Boda,0,0,0,0,0,0,0,0
6,Debiganj,0,0,0,0,0,0,0,0
7,Panchagarh Sadar,2,45,17,62,314,818,1132,18
8,Tentulia,0,0,0,0,0,0,0,0
9,Total,2,45,17,62,314,818,1132,18
