,0,1,2,3,4,5,6,7,8,9
0,"Population and literacy rate of 1991, 2001  2011 and number of voter 2011",,,,,,,,,
1,,,,,,,,,,
2,Upazila,Population 1991,Population 2001,Population 2011,Literacy rate () 1991,Literacy rate () 2001,Literacy rate () 2011,Number of voter (000) Male,Number of voter (000) Female,Number of voter (000) Total
3,Atwari,103906,114938,133650,37.8,50.7,59.8,77,77,154
4,Boda,168258,200693,232124,29.4,43.1,51.8,40,40,80
5,Debiganj,159902,185960,224709,24.8,41.1,47.7,68,69,137
6,Panchagarh Sadar,193198,229237,271707,34.7,45.7,53.2,60,63,123
7,Tentulia,86760,105368,125454,25.5,39.0,47.3,33,34,67
8,Total,712024,836196,987644,30.6,43.9,51.8,278,283,561
