,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank - Number of branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
3,Kalkini,1,1050,15,110,20,1,0,251,70,13
4,Madaripur Sadar,5,22653,79,435,111,4,85335,4052,682,141
5,Rajoir,2,0,0,789,103,0,0,0,0,0
6,Shibchar,2,1995,3,460,68,1,1,183,14,4
7,Total,10,25698,97,1794,302,6,85336,4486,766,158
