,0,1,2,3,4
0,Number of handloom establishment and loom 2011,,,,
1,,,,,
2,Upazila,Number of unit (factory),Number of loom - Operational,Number of loom - Non-operational,Number of loom - Total
3,Belkuchi,3630,31250,4800,35050
4,Chauhali,1319,5274,1720,6994
5,Kamarkhanda,0,0,0,0
6,Kazipur,401,2631,301,2932
7,Royganj,855,4185,1395,5580
8,Shahjadpur,4754,39500,8400,47900
9,Sirajganj Sadar,1997,11538,4378,15916
10,Tarash,7,26,0,26
11,Ullahpara,1886,10391,4453,14844
12,Total,14849,104795,25447,129242
