,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,,,,,,,,
2, Upazila, Pond, Dighee, River flow,Flood camp/ shelter,Cyclone shelter,Stadium/ playground,Park/ amusement park
3,Belkuchi,4115,0,2,0,0,0,0
4,Chauhali,621,10,1,1,0,27,0
5,Kamarkhanda,1863,67,1,1,1,15,1
6,Kazipur,5,0,2,12,0,0,0
7,Royganj,4387,3,3,0,0,0,0
8,Shahjadpur,835,0,5,0,0,33,0
9,Sirajganj Sadar,2230,0,3,1,0,16,2
10,Tarash,1800,0,0,51,0,7,0
11,Ullahpara,1964,0,1,0,0,58,0
12,Total,17820,80,18,66,1,156,3
