,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank - Number of branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
3,Belkuchi,1,8210,1016,169,32,6,38514,2181,415,34
4,Chauhali,2,91,30,177,35,0,0,0,0,0
5,Kamarkhanda,2,5472,86,254,33,0,0,0,0,0
6,Kazipur,3,32,17,96,106,0,0,0,0,0
7,Royganj,2,3416,267,173,46,2,0,1420,72,18
8,Shahjadpur,2,11792,245,457,147,4,36077,2831,53,6
9,Sirajganj Sadar,3,4310,388,431,112,2,976,1608,165,119
10,Tarash,2,8016,1118,90,69,4,0,271,72,3
11,Ullahpara,2,0,0,2510,66,3,12430,554,82,6
12,Total,19,41339,3167,4357,646,21,87997,8865,859,186
