,0,1,2,3,4,5,6
0,"Area and production of wheat, jute and sugarcane 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Wheat - Area,Wheat - Production,Jute - Area,Jute - Production,Sugarcane - Area,Sugarcane - Production
3,Bhedarganj,2095,1496,7820,5285,155,3110
4,Damudya,920,649,4284,1998,229,216
5,Gosairhat,1136,863,6945,4977,41,574
6,Naria,1370,1182,3055,2860,201,318
7,Shariatpur Sadar,3510,3511,13990,8638,405,605
8,Zanjira,3060,2534,20795,16974,28,12
9,Total,12091,10235,56889,40732,1059,4835
