,0,1,2,3,4,5,6
0,Broad soil classification 2008,,,,,,
1,Shariatpur,,,,,,
2,,,,,,,
3, Upazila, Total,Soil classification - Doash,Soil classification - Bele,Soil classification - Etel,Soil classification - Kankar,Soil classification - Others
4,Bhedarganj,43232,29739,5787,7706,0,0
5,Damudya,22425,11400,5000,6000,0,25
6,Gosairhat,14576,8746,1915,1915,0,0
7,Naria,38155,15940,3815,11310,0,0
8,Shariatpur Sadar,42687,12844,11071,7642,0,0
9,Zanjira,49732,33154,16100,478,0,0
10,Total,210807,111823,43688,35051,0,25
