,0,1,2,3
0,Number of vocational institute by municipality 2011,,,
1,Shariatpur,,,
2,,,,
3,Municipality,Number of institution,Number of teacher,Number of student
4,Bhedarganj,0,0,0
5,Damudya,3,9,505
6,Naria,2,6,236
7,Shariatpur Sadar,2,7,911
8,Zanjira,1,3,90
9,Total,8,25,1742
