,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank - Number of  branch,Krishi bank - Account - S.D,Krishi bank - Account - C.D,Krishi bank - Account - F.D,Krishi bank - Account - S.T.D,Co-operative bank - Number of  branch,Co-operative bank - Account - S.D,Co-operative bank - Account - C.D,Co-operative bank - Account - F.D,Co-operative bank - Account - S.T.D
3,Bhedarganj,4,25212,89,160,19,0,0,0,0,0
4,Damudya,0,0,0,0,0,0,0,0,0,0
5,Gosairhat,4,12220,177,143,6,1,53,0,0,0
6,Naria,3,5917,195,269,6,0,0,0,0,0
7,Shariatpur Sadar,3,7462,76,248,19,1,9,77,2,0
8,Zanjira,2,5979,73,329,8,0,0,0,0,0
9,Total,16,56790,610,1149,58,2,62,77,2,0
