,0,1,2,3,4,5,6,7,8
0,"Number of Government secondary school, teacher and student 2011",,,,,,,,
1,Shariatpur,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of  school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Bhedarganj,0,0,0,0,0,0,0,0
5,Damudya,0,0,0,0,0,0,0,0
6,Gosairhat,0,0,0,0,0,0,0,0
7,Naria,0,0,0,0,0,0,0,0
8,Shariatpur Sadar,2,26,10,36,700,788,1488,41
9,Zanjira,0,0,0,0,0,0,0,0
10,Total,2,26,10,36,700,788,1488,41
