,0,1,2,3,4,5
0,Existing position of Government employee by category 2011,,,,,
1,Upazila,Class-I,Class-II,Class-III,Class-IV,Number of employee
2,Akhaura,36,14,512,52,614
3,Ashuganj,19,15,190,88,312
4,Banchharampur,34,12,251,81,378
5,Bijoynagar,4,10,54,10,78
6,Brahmanbaria Sadar,22,26,468,85,601
7,Kasba,31,19,237,98,385
8,Nabinagar,14,14,110,41,179
9,Nasirnagar,12,14,215,73,214
10,Sarail,33,19,304,104,460
11,Total,205,143,2341,632,3221
