,0,1,2,3,4,5,6
0,"Area and production of jackfruit, banana and pineapple 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,"
Upazila",Jackfruits,Jackfruits,Banana,Banana,Pineapple,Pineapple
3,"
Upazila",Area,Production,Area,Production,Area,Production
4,Akhaura,5,80,100,200,12,2
5,Ashuganj,25,89.01,9.5,28.35,0,0
6,Banchharampur,3,50,5,35,0,0
7,Bijoynagar,494,20382,32,90,20.4,7.5
8,Brahmanbaria Sadar,30.4,235,58,160,39.5,14.22
9,Kasba,51,11.4,65,364,26.1,89.67
10,Nabinagar,11,147,15,99,0,0
11,Nasirnagar,0,0,0,0,0,0
12,Sarail,0,0,13,94,0,0
13,Total,619.4,20994.41,297.5,1070.35,98,113.39
