,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,"
Upazila",Name of Land/River/Sea port,Name of Important or historical/tourist places/objects,"Name of important
/famous crop or food production","Distance between district head quarter &
upazila by road (km)"
2,Akhaura,-,Kallarsha Mazar,Paddy,26
3,Ashuganj,Bandor,Sayed Nazrul Islam,Paddy,20
4,Banchharampur,-,Ozanchar Jomeder Bari,Paddy,100
5,Bijoynagar,Lohor,Dewan Bari,Paddy,28
6,Brahmanbaria Sadar,Titas,Kalvirab,Boro Rice,3
7,Kasba,-,Kolla Pathor,Paddy,30
8,Nabinagar,-,Nabinagar Jomidar Bari,Paddy,76
9,Nasirnagar,Chatol Par,Harun Baro Bari,Paddy,30
10,Sarail,-,Arefile Mosque,Paddy,15
