,0,1,2,3,4
0,Area and production at tobacco in following years,,,,
1,,,,,
2,(Area in acre and production in metric ton) - Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
3,Bhurungamari,0,0,0,0
4,Char Rajibpur,0,0,0,0
5,Chilmari,23,11,23,10
6,Kurigram Sadar,65,21,50,18
7,Nageshwari,33,16,88,44
8,Phulbari,1350,972,350,245
9,Rajarhat,91,55,91,55
10,Raumari,0,0,0,0
11,Ulipur,253,107,249,105
12,Total,1815,1182,851,477
