,0,1,2,3,4,5,6
0,Annual average wholesale price of selected building material 2011,,,,,,
1,,,,,,,
2,(Price in taka) -  Upazila,(Price in taka) - Brick-01 (per1000),(Price in taka) - Cement (per 50 kg bag),(Price in taka) - Iron bar (per ton),(Price in taka) - Sand-01 (per c.f.t.),(Price in taka) - Sand -02 (per c.f.t.),(Price in taka) - Stone (per c.f.t.)
3,Bhurungamari,6000,410,70000,30,18,100
4,Char Rajibpur,7500,380,70000,30,18,0
5,Chilmari,5300,475,65000,30,25,75
6,Kurigram Sadar,7000,445,62500,20,45,55
7,Nageshwari,5000,400,70000,30,18,100
8,Phulbari,5200,430,62000,30,18,100
9,Rajarhat,6000,480,61000,40,20,0
10,Raumari,7000,410,62500,15,10,85
11,Ulipur,5500,400,53000,30,15,0
12,Average,6000,430,64000,35,30,80
