,0,1,2,3,4,5,6,7,8
0,"Number of Non government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bhurungamari,4,118,25,143,1635,805,2440,17
4,Char Rajibpur,2,56,3,59,264,174,438,7
5,Chilmari,6,113,20,133,1020,1101,2121,16
6,Kurigram Sadar,9,142,28,170,2480,3018,5498,32
7,Nageshwari,10,328,120,448,1365,1235,2600,6
8,Phulbari,5,109,8,117,438,317,755,6
9,Rajarhat,4,107,17,124,482,586,1068,9
10,Raumari,5,154,6,160,1960,840,2800,17
11,Ulipur,5,96,32,128,790,650,1440,11
12,Total,50,1223,259,1482,10434,8726,19160,13
