,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,,,,,,
2,(Rate in taka) - Upazila,(Rate in taka) - Vehicle - Rickshaw,(Rate in taka) - Vehicle - Rickshaw van,(Rate in taka) - Vehicle - Easy bike,(Rate in taka) - Vehicle - Auto rickshaw,(Rate in taka) - Vehicle - Tempo
3,Bhurungamari,5,3,2,2,0
4,Char Rajibpur,0,5,0,5,5
5,Chilmari,8,8,5,5,5
6,Kurigram Sadar,5,20,5,5,0
7,Nageshwari,5,6,0,5,2
8,Phulbari,6,4,0,4,4
9,Rajarhat,10,20,0,5,5
10,Raumari,7,5,5,3,3
11,Ulipur,10,20,5,5,5
12,Average,8,10,5,5,5
