,0,1,2,3,4,5,6
0,Area and production of oil seed by type 2010-11,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Rape & mustard - Area,Rape & mustard - Production,Ground nut - Area,Ground nut - Production,Til - Area,Til - Production
3,Baghaichhari,55,12,11,3,2657,594
4,Barkal,40,8,0,0,106,23
5,Belai Chhari,5,2,13,6,0,0
6,Jurai Chhari,74,22,9,7,255,91
7,Kaptai,78,23,0,0,11,3
8,Kawkhali,21,3,0,0,0,0
9,Langadu,24,5,12,6,76,33
10,Naniarchar,0,0,1,1,50,13
11,Rangamati Sadar,0,0,0,0,299,166
12,Rajasthali,0,0,0,0,0,0
13,Total,297,75,46,23,3454,923
