,0,1,2,3,4,5,6,7,8
0,"Number of growth centre, hat , bazar, poultry farm, dairy farm, nursery, horticulture centre, brick kiln, decorator service 2011",,,,,,,,
1,Jhenaidah,,,,,,,,
2,,,,,,,,,
3,Upazila,Growth centre,Hat /bazar,Poultry farm,Dairy farm,Nursery,Horticulture centre,Brick kiln,Decorator service
4,Harinakunda,6,42,284,69,192,2,26,32
5,Jhenaidah Sadar,10,37,102,34,12,0,17,35
6,Kaliganj,2,33,97,48,68,0,17,37
7,Kotchandpur,5,31,75,68,37,0,16,29
8,Mahespur,6,50,148,114,39,0,12,36
9,Shailkupa,2,10,240,54,16,0,6,13
10,Total,31,203,946,387,364,2,94,182
