,0,1,2,3,4,5,6,7
0,Number of existing family planning personnel 2011,,,,,,,
1,Jhenaidah,,,,,,,
2,,,,,,,,
3,Upazila,TFPO,M.O,FPI,TFPA,FWV,FWA,Midwife or SBA
4,Harinakunda,1,1,4,1,6,32,92
5,Jhenaidah Sadar,1,1,15,3,23,60,26
6,Kaliganj,1,0,4,2,13,47,3
7,Kotchandpur,1,0,4,2,4,22,85
8,Mahespur,1,1,12,3,11,53,5
9,Shailkupa,1,0,10,2,15,72,8
10,Total,6,3,49,13,72,286,219
