,0,1,2,3,4,5,6,7,8
0,Number of ebtedayee madrasah 2011,,,,,,,,
1,Jhenaidah,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of madrasah,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Harinakunda,5,19,0,19,311,289,600,32
5,Jhenaidah Sadar,5,16,4,20,405,252,667,33
6,Kaliganj,1,4,0,4,82,45,164,42
7,Kotchandpur,9,32,0,32,920,817,1737,54
8,Mahespur,24,88,2,90,1720,3230,4950,55
9,Shailkupa,9,38,7,45,970,805,1775,39
10,Total,53,197,13,210,4408,5438,9893,47
