,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Rupali and Agrani bank 2011,,,,,,,,,,
1,Upazila,Rupali Bank,Rupali Bank,Rupali Bank,Rupali Bank,Rupali Bank,Agrani Bank,Agrani Bank,Agrani Bank,Agrani Bank,Agrani Bank
2,Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
3,Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
4,Kamalnagar,0,0,0,0,0,0,0,0,0,0
5,Lakshmipur Sadar,4,21129,742,586,39,6,40671,1929,747,90
6,Ramganj,2,4474,141,516,14,2,9056,797,150,10
7,Ramgati,0,0,0,0,0,1,7822,546,42,16
8,Roypur,0,0,0,0,0,1,7000,2000,200,20
9,Total,6,25603,883,1102,53,10,64549,5272,1139,136
