,0,1,2,3
0,Number of vocational institute by municipality 2011,,,
1,Upazila,Number of institution,Number of teacher,Number of student
2,Kamalnagar,0,0,0
3,Lakshmipur Sadar,1,13,44
4,Ramganj,0,0,0
5,Ramgati,1,3,68
6,Roypur,0,0,0
7,Total,2,16,112
