,0,1,2,3,4
0,"Area of high, meduim and low land 2008",,,,
1,,,,,
2,Upazila/city corporation,High land,Medium land,Low land,Total land
3,Agailjhara,498,22150,5139,27787
4,Babuganj,4332,23525,2148,30005
5,Bakerganj,4673,51987,1752,58412
6,Banaripara,445.6,15783.3,8657.35,24885.25
7,Barisal city corporation,1500,4155,150,5805
8,Barisal sadar,7402,37027,710,45139
9,Gaurnadi,3647,12579,10283,26509
10,Hizla,2964,20921,14771,38656
11,Mehendiganj,3250,21100,3805,28155
12,Muladi,1235,26387,10178,37800
13,Wazirpur,1116,9830,8004,18950
14,Total,31062.6,245444.3,65597.35,342103.25
