,0,1,2,3,4,5,6,7,8
0,"Number of kawmi madrasah, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila/city corporation,Number of madrasah,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Student per teacher
3,Agailjhara,5,20,8,28,580,680,1260,45
4,Babuganj,2,6,0,6,62,0,62,10
5,Bakerganj,17,56,0,56,774,0,774,14
6,Banaripara,1,5,0,5,71,0,71,14
7,Barisal city corporation,12,136,9,145,1942,276,2218,15
8,Barisal sadar,13,106,0,106,1788,0,1788,17
9,Gaurnadi,5,40,0,40,361,39,400,10
10,Hizla,8,29,2,31,622,255,877,28
11,Mehendiganj,1,12,0,12,300,0,300,25
12,Muladi,18,66,0,66,690,0,690,10
13,Wazirpur,4,20,0,20,300,80,380,19
14,Total,86,496,19,515,7490,1330,8820,17
