,0,1,2,3,4,5,6
0,"Area and production of tomato, radish and bean 2010-11",,,,,,
1,(Area in acre & production in metric ton),,,,,,
2,Upazila/city corporation,Tomato Area,Tomato Production,Radish Area,Radish Production,Bean Area,Bean Production
3,Agailjhara,18.9,19.202,33,80.6,16.5,15.548
4,Babuganj,169,233,198,542,91,66.24
5,Bakerganj,43,48,53,179,62,76
6,Banaripara,41,57.95,77,233.25,22,18.9
7,Barisal city corporation,9,20,7,16,8,15
8,Barisal sadar,95,210,66,149,61,117
9,Gaurnadi,43,207.76,146,452.6,15,43
10,Hizla,42,44,52,110,42,45
11,Mehendiganj,28.7,19.34,50,135,53,23.82
12,Muladi,18,81,66,118.8,16,7.68
13,Wazirpur,60,91.11,137,267,53,63.53
14,Total,567.6,1031.362,885,2283.25,439.5,491.718
