,0,1,2,3,4,5
0,Number of employee by local govt. institution 2011,,,,,
1,,,,,,
2,Upazila/city corporation,City corporation,Municipality,Zila parishad,Upazila parishad,Union parishad
3,Agailjhara,0,0,0,3,59
4,Babuganj,0,0,0,3,62
5,Bakerganj,0,17,0,3,314
6,Banaripara,0,15,2,3,96
7,Barisal city corporation,342,0,26,0,0
8,Barisal sadar,0,0,0,2,104
9,Gaurnadi,0,39,0,6,83
10,Hizla,0,0,0,2,63
11,Mehendiganj,0,29,0,0,145
12,Muladi,0,13,0,2,74
13,Wazirpur,0,0,0,1,93
14,Total,342,113,28,25,1093
