,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,,,,,,,,
2, Upazila/city corporation, Household,Population(000) - Male,Population(000) - Female,Population(000) - Both sex,Sex ratio (M/F),Average size of household,Density Per sq. km.
3,Agailjhara,32839,72421,77035,149456,94,4.53,961
4,Babuganj,31663,67586,72775,140361,93,4.4,851
5,Bakerganj,71537,148925,164920,313845,90,4.4,851
6,Banaripara,34186,73073,75115,148188,97,4.3,1103
7,Barisal city corporation,72709,169475,158803,328278,107,4.4,5396
8,Barisal sadar,42065,97732,101007,198739,97,4.49,1625
9,Gaurnadi,41561,92209,96377,188586,96,4.52,1253
10,Hizla,30529,72789,73288,146077,99,4.78,283
11,Mehendiganj,65231,146926,154120,301046,95,4.61,719
12,Muladi,38394,82545,92230,174775,89,4.53,670
13,Wazirpur,52959,113529,121430,234959,93,4.42,946
14,Total,513673,1131705,1181575,2324310,95.78,4.52,840
15,,,,,,,,
